ID	Source_ID	CONCEPT	DOCULECT	IPA
454	Laos_454	half a unit	Luang Nam Tha, Laos	a³³fa:n¹³
328	Laos_328	hammer	Luang Nam Tha, Laos	ban³³ȡe⁵³
773	Vietnam_248	hammer	Lao Cai, Vietnam	pɐw⁴⁴
244	Laos_244	hand	Luang Nam Tha, Laos	pu³⁴¹
605	Vietnam_80	hand	Lao Cai, Vietnam	pu.pen⁴⁴
838	Vietnam_313	hard	Lao Cai, Vietnam	ȵɛŋ³³
774	Vietnam_249	harrow	Lao Cai, Vietnam	tuŋ¹¹pa¹¹
941	Vietnam_416	he	Lao Cai, Vietnam	nɐn¹¹
270	Laos_270	he/she/it	Luang Nam Tha, Laos	θi⁵³
271	Laos_271	he/she/it	Luang Nam Tha, Laos	mun³¹
219	Laos_219	head	Luang Nam Tha, Laos	pje³³
606	Vietnam_81	head	Lao Cai, Vietnam	pje⁴⁴
240	Laos_240	heart	Luang Nam Tha, Laos	θim⁵³ta:w³¹
607	Vietnam_82	heart	Lao Cai, Vietnam	θin²¹⁴taw³¹
837	Vietnam_312	heavy	Lao Cai, Vietnam	ni³³
257	Laos_257	heel	Luang Nam Tha, Laos	θaw³³ȡɛŋ⁵³
636	Vietnam_111	heel	Lao Cai, Vietnam	-------
836	Vietnam_311	high	Lao Cai, Vietnam	gjaŋ⁵²
608	Vietnam_83	hip	Lao Cai, Vietnam	kɐ.tlaj⁴⁴tuj⁴⁴
775	Vietnam_250	hoe	Lao Cai, Vietnam	ȵɛw²¹⁴
65	Laos_65	hole	Luang Nam Tha, Laos	kɔt³⁵
609	Vietnam_84	hoof	Lao Cai, Vietnam	θaw³⁵dɔ³¹waj³⁵
43	Laos_43	horizon	Luang Nam Tha, Laos	guŋ³¹sin³¹
187	Laos_187	horn	Luang Nam Tha, Laos	kjoŋ⁵³
610	Vietnam_85	horn	Lao Cai, Vietnam	kjɔŋ²¹⁴
556	Vietnam_31	horse	Lao Cai, Vietnam	ma³⁴¹
732	Vietnam_207	host, owner	Lao Cai, Vietnam	pjɑw³¹mun³¹
835	Vietnam_310	hot	Lao Cai, Vietnam	kjɔm²¹⁴
298	Laos_298	house	Luang Nam Tha, Laos	pjaw³³
799	Vietnam_274	house	Lao Cai, Vietnam	pjɑw⁴⁴
201	Laos_201	house lizard	Luang Nam Tha, Laos	kə.dun³¹
525	Laos_525	how many	Luang Nam Tha, Laos	bu³¹la:j³⁵
281	Laos_281	husband	Luang Nam Tha, Laos	la:ŋ³¹
733	Vietnam_208	husband	Lao Cai, Vietnam	fɑ⁴⁴
66	Laos_66	ice	Luang Nam Tha, Laos	wɔm⁵³kat³¹
682	Vietnam_157	indigo	Lao Cai, Vietnam	gam¹¹
117	Laos_117	ingredients	Luang Nam Tha, Laos	aj³³jin³⁵ȶə.daj³³
557	Vietnam_32	insect	Lao Cai, Vietnam	kjɛŋ²¹⁴
834	Vietnam_309	inside	Lao Cai, Vietnam	gja³⁴¹
611	Vietnam_86	intestine	Lao Cai, Vietnam	kla:ŋ¹¹
243	Laos_243	intestines	Luang Nam Tha, Laos	kla:ŋ³¹
57	Laos_57	iron	Luang Nam Tha, Laos	gja:³⁵
648	Vietnam_123	iron	Lao Cai, Vietnam	gja:⁵²
72	Laos_72	island	Luang Nam Tha, Laos	wɔm⁵³gjɛŋ⁵³
253	Laos_253	knee	Luang Nam Tha, Laos	ni³⁵ȶoŋ⁵³
325	Laos_325	knife	Luang Nam Tha, Laos	ȡu²¹ðɛm³¹
776	Vietnam_251	knife	Lao Cai, Vietnam	ȡu³³
73	Laos_73	lake	Luang Nam Tha, Laos	wɔm⁵³gap²¹
833	Vietnam_308	late	Lao Cai, Vietnam	an³⁵
80	Laos_80	leaf	Luang Nam Tha, Laos	nɔm³¹
683	Vietnam_158	leaf	Lao Cai, Vietnam	nɔm¹¹
558	Vietnam_33	leech, dry	Lao Cai, Vietnam	kjɐm²¹⁴
559	Vietnam_34	leech, wet	Lao Cai, Vietnam	ma¹¹wa:ŋ¹¹
832	Vietnam_307	left	Lao Cai, Vietnam	θaj³³bu³⁴¹
471	Laos_471	left side	Luang Nam Tha, Laos	θaj³³fa:n¹³
251	Laos_251	leg	Luang Nam Tha, Laos	θaw³³kla:ŋ⁵³
612	Vietnam_87	leg	Lao Cai, Vietnam	θaw³⁵
9	Laos_9	light	Luang Nam Tha, Laos	gwaŋ⁵³
831	Vietnam_306	light weight	Lao Cai, Vietnam	so⁵²
649	Vietnam_124	lightening	Lao Cai, Vietnam	buŋ³³bit³¹to⁵²
17	Laos_17	lightning	Luang Nam Tha, Laos	buŋ²¹bit³¹to³⁴¹
242	Laos_242	liver	Luang Nam Tha, Laos	gjan³⁵
613	Vietnam_88	liver	Lao Cai, Vietnam	gjɐn⁵²
560	Vietnam_35	lizard	Lao Cai, Vietnam	bɐ.koŋ¹¹sa:⁵²
520	Laos_520	loose	Luang Nam Tha, Laos	lɔm¹¹
208	Laos_208	louse (head)	Luang Nam Tha, Laos	-------
209	Laos_209	louse (head)	Luang Nam Tha, Laos	θe¹¹
561	Vietnam_36	louse, head	Lao Cai, Vietnam	θɐj³³
734	Vietnam_209	lover	Lao Cai, Vietnam	mun¹¹ɔj³⁵
830	Vietnam_305	low	Lao Cai, Vietnam	ha⁵²
241	Laos_241	lungs	Luang Nam Tha, Laos	klum³⁵
614	Vietnam_89	lungs	Lao Cai, Vietnam	klum⁵²
276	Laos_276	man	Luang Nam Tha, Laos	mun³¹tɔn⁵³
735	Vietnam_210	man	Lao Cai, Vietnam	mun¹¹fɑ⁴⁴
95	Laos_95	mango	Luang Nam Tha, Laos	θin³¹dɔ³⁴¹pjo³³
939	Vietnam_414	many	Lao Cai, Vietnam	duŋ³⁵
777	Vietnam_252	masher	Lao Cai, Vietnam	kum³³so⁵²
305	Laos_305	mat	Luang Nam Tha, Laos	tuŋ³¹tim²¹
800	Vietnam_275	mat	Lao Cai, Vietnam	si³³
335	Laos_335	matches	Luang Nam Tha, Laos	jaŋ⁵³hɔ³³
379	Laos_379	medicine	Luang Nam Tha, Laos	maː¹¹
684	Vietnam_159	medicine	Lao Cai, Vietnam	ma:³³
685	Vietnam_160	melon	Lao Cai, Vietnam	kwa²¹⁴
713	Vietnam_188	midday	Lao Cai, Vietnam	mɐ.nɔj⁵²ȶa:³⁵
185	Laos_185	milk	Luang Nam Tha, Laos	nu³³
615	Vietnam_90	milk	Lao Cai, Vietnam	nu⁴⁴
175	Laos_175	monkey	Luang Nam Tha, Laos	du⁵³kuk³⁵
562	Vietnam_37	monkey	Lao Cai, Vietnam	biŋ²¹⁴
7	Laos_7	moon	Luang Nam Tha, Laos	la:³⁵
714	Vietnam_189	moon	Lao Cai, Vietnam	la:⁴⁴
30	Laos_30	morning	Luang Nam Tha, Laos	bu.dom⁵³tɔn¹³
715	Vietnam_190	morning	Lao Cai, Vietnam	bɐ.tɔm²¹⁴gjo³¹
213	Laos_213	mosquito	Luang Nam Tha, Laos	ȶim⁵³ȶa:j⁵³
563	Vietnam_38	mosquito	Lao Cai, Vietnam	kjɛŋ²¹⁴
703	Vietnam_178	moss	Lao Cai, Vietnam	------------
279	Laos_279	mother	Luang Nam Tha, Laos	ȡi³⁴¹
738	Vietnam_213	mother	Lao Cai, Vietnam	ȡi³⁴¹
736	Vietnam_211	mother’s brother	Lao Cai, Vietnam	nɑw³⁴¹
737	Vietnam_212	mother’s mother	Lao Cai, Vietnam	di⁴⁴
739	Vietnam_214	mother’s sister	Lao Cai, Vietnam	ȶu¹¹
59	Laos_59	mountain	Luang Nam Tha, Laos	ȶɔŋ⁵³
650	Vietnam_125	mountain	Lao Cai, Vietnam	ȶɔŋ²¹⁴
230	Laos_230	mouth	Luang Nam Tha, Laos	ȡɛt²¹
616	Vietnam_91	mouth	Lao Cai, Vietnam	ȡɐt³³
617	Vietnam_92	mucus	Lao Cai, Vietnam	blut³³
49	Laos_49	mud	Luang Nam Tha, Laos	ni³⁵pam²¹
651	Vietnam_126	mud	Lao Cai, Vietnam	pa:m³³
90	Laos_90	mushroom	Luang Nam Tha, Laos	so⁵³
686	Vietnam_161	mushroom	Lao Cai, Vietnam	so²¹⁴
704	Vietnam_179	mustards	Lao Cai, Vietnam	------------
511	Laos_511	naked	Luang Nam Tha, Laos	ȶe³³blan⁵³
294	Laos_294	name	Luang Nam Tha, Laos	bu¹³
708	Vietnam_183	name	Lao Cai, Vietnam	bu³⁵
829	Vietnam_304	narrow	Lao Cai, Vietnam	it³³
239	Laos_239	navel	Luang Nam Tha, Laos	ȵo¹¹dut⁵³kla:ŋ⁵³
637	Vietnam_112	navel	Lao Cai, Vietnam	-------
828	Vietnam_303	near	Lao Cai, Vietnam	θat³³
618	Vietnam_93	neck	Lao Cai, Vietnam	kla:ŋ²¹⁴
311	Laos_311	needle	Luang Nam Tha, Laos	θim³⁵
756	Vietnam_231	needle	Lao Cai, Vietnam	θim⁵²
619	Vietnam_94	nest	Lao Cai, Vietnam	gjaw³⁴¹
827	Vietnam_302	new	Lao Cai, Vietnam	saŋ³³ȵaŋ³¹
718	Vietnam_193	new year	Lao Cai, Vietnam	------------
25	Laos_25	nice day, fine day	Luang Nam Tha, Laos	si³⁵gɔŋ¹³
28	Laos_28	night	Luang Nam Tha, Laos	bə.ȡam²¹
716	Vietnam_191	night	Lao Cai, Vietnam	ȡa:m³³
31	Laos_31	noon	Luang Nam Tha, Laos	dum³¹nɔj³⁵
39	Laos_39	north	Luang Nam Tha, Laos	pu³³fa:n¹³
40	Laos_40	north	Luang Nam Tha, Laos	ȶa³¹le³⁵fa:n¹³
227	Laos_227	nose	Luang Nam Tha, Laos	bu.ȶɔŋ⁵³
620	Vietnam_95	nose	Lao Cai, Vietnam	pu.ȶɔŋ²¹⁴
748	Vietnam_223	nung	Lao Cai, Vietnam	------------
721	Vietnam_196	o. brother	Lao Cai, Vietnam	tɑ¹¹
740	Vietnam_215	o. sister	Lao Cai, Vietnam	o³⁴¹
119	Laos_119	oil	Luang Nam Tha, Laos	məj³⁵
826	Vietnam_301	old	Lao Cai, Vietnam	lo³⁵ȵaŋ³¹
115	Laos_115	onion	Luang Nam Tha, Laos	tɔŋ³³pɔŋ³³
705	Vietnam_180	onion	Lao Cai, Vietnam	------------
801	Vietnam_276	paddy	Lao Cai, Vietnam	giŋ³³lɔ⁵²
247	Laos_247	palm	Luang Nam Tha, Laos	pu³⁴¹pin³³
580	Vietnam_55	pangolin	Lao Cai, Vietnam	-------
94	Laos_94	papaya	Luang Nam Tha, Laos	-------
314	Laos_314	paper, cord	Luang Nam Tha, Laos	ȶe³³
101	Laos_101	peanut	Luang Nam Tha, Laos	tə.bwe³³ni³⁵
52	Laos_52	pebble	Luang Nam Tha, Laos	gjaw⁵³θaj⁵³ȵɔt³⁵
167	Laos_167	peel	Luang Nam Tha, Laos	lut³⁵
785	Vietnam_260	peg	Lao Cai, Vietnam	-------
165	Laos_165	petals of a flower	Luang Nam Tha, Laos	ȵɛp⁵³
183	Laos_183	pig	Luang Nam Tha, Laos	tuŋ³⁴¹
564	Vietnam_39	pig	Lao Cai, Vietnam	tuŋ³¹
567	Vietnam_42	pig sow	Lao Cai, Vietnam	tuŋ³¹kjan³⁵
566	Vietnam_41	piglet	Lao Cai, Vietnam	tuŋ³¹kjɐn²¹⁴
303	Laos_303	pillow	Luang Nam Tha, Laos	tuŋ³¹ȡɔm¹³
802	Vietnam_277	pillow	Lao Cai, Vietnam	toŋ¹¹ȡɑm³⁵
97	Laos_97	pineapple	Luang Nam Tha, Laos	dum³¹daw³⁴¹pjo³³
778	Vietnam_253	plane	Lao Cai, Vietnam	tuŋ¹¹pɑw³³
803	Vietnam_278	plot dry	Lao Cai, Vietnam	gjɑŋ³⁵
779	Vietnam_254	plow	Lao Cai, Vietnam	tuŋ¹¹kjɑj¹¹
706	Vietnam_181	pomelo	Lao Cai, Vietnam	------------
652	Vietnam_127	pond	Lao Cai, Vietnam	bjaw³⁴¹kla:ŋ¹¹
177	Laos_177	porcupine	Luang Nam Tha, Laos	dəj²¹
691	Vietnam_166	porridge	Lao Cai, Vietnam	naŋ³¹su³⁵
786	Vietnam_261	pot	Lao Cai, Vietnam	-------
315	Laos_315	pot (cooking-)	Luang Nam Tha, Laos	mɔ³³
106	Laos_106	potato	Luang Nam Tha, Laos	fə.laŋ⁵³doj³¹
709	Vietnam_184	price	Lao Cai, Vietnam	pɐ.laj⁵²
108	Laos_108	pumpkin	Luang Nam Tha, Laos	gjaŋ³³kwa:³³
687	Vietnam_162	pumpkin	Lao Cai, Vietnam	kjɛŋ¹¹kwa²¹⁴waŋ³¹
265	Laos_265	pus	Luang Nam Tha, Laos	saŋ³¹nuŋ²¹
621	Vietnam_96	pus	Lao Cai, Vietnam	nuŋ³³
176	Laos_176	rabbit	Luang Nam Tha, Laos	tu³⁵
15	Laos_15	rain	Luang Nam Tha, Laos	buŋ²¹
653	Vietnam_128	rain	Lao Cai, Vietnam	buŋ³³lu⁵²
16	Laos_16	rainbow	Luang Nam Tha, Laos	guŋ³¹ga:ŋ¹³
568	Vietnam_43	rat	Lao Cai, Vietnam	du²¹⁴
825	Vietnam_300	raw	Lao Cai, Vietnam	a⁴⁴ŋim³⁴¹
480	Laos_480	red	Luang Nam Tha, Laos	θi³⁵
824	Vietnam_299	red	Lao Cai, Vietnam	θi⁵²
259	Laos_259	rib	Luang Nam Tha, Laos	la ³¹tam³³θuŋ³³
622	Vietnam_97	ribs	Lao Cai, Vietnam	ȵɔ¹¹tam⁴⁴θuŋ⁴⁴
688	Vietnam_163	rice	Lao Cai, Vietnam	blaw¹¹
689	Vietnam_164	rice glutinous	Lao Cai, Vietnam	me³³blɐt³³
690	Vietnam_165	rice grilled	Lao Cai, Vietnam	me³³ȶaw³³
104	Laos_104	rice husk	Luang Nam Tha, Laos	buj³⁵
693	Vietnam_168	rice spike	Lao Cai, Vietnam	nin⁴⁴bla:w³¹
692	Vietnam_167	ricedgi.wav	Lao Cai, Vietnam	sɔŋ³⁵
470	Laos_470	right side	Luang Nam Tha, Laos	bjaw³¹fa:n¹³
823	Vietnam_298	right side	Lao Cai, Vietnam	bjaw³³pu³¹
757	Vietnam_232	ring	Lao Cai, Vietnam	pu.dɔ¹¹kwin⁵²
313	Laos_313	ring (finger)	Luang Nam Tha, Laos	mun³³se³³gɛŋ¹³
822	Vietnam_297	ripe	Lao Cai, Vietnam	a³³su³⁵
45	Laos_45	river	Luang Nam Tha, Laos	wɔm⁵³lu³⁵
654	Vietnam_129	river	Lao Cai, Vietnam	kɔj³³
805	Vietnam_280	road	Lao Cai, Vietnam	kjaw⁴⁴
296	Laos_296	road, path	Luang Nam Tha, Laos	kjaw³³
301	Laos_301	roof	Luang Nam Tha, Laos	pjaw³³tuŋ¹³
79	Laos_79	root	Luang Nam Tha, Laos	gjaŋ³³duŋ³¹
781	Vietnam_256	rope	Lao Cai, Vietnam	lɑŋ³⁵vin⁵²
332	Laos_332	ropes	Luang Nam Tha, Laos	la:ŋ³⁵
821	Vietnam_296	rotten	Lao Cai, Vietnam	jɔt¹¹
232	Laos_232	saliva	Luang Nam Tha, Laos	ȡan³¹wɔm⁵³
233	Laos_233	saliva	Luang Nam Tha, Laos	-------
623	Vietnam_98	saliva	Lao Cai, Vietnam	ȡaːn¹¹
118	Laos_118	salt	Luang Nam Tha, Laos	daw³³
655	Vietnam_130	salt	Lao Cai, Vietnam	da:w³³
820	Vietnam_295	salty	Lao Cai, Vietnam	daj¹¹
543	Vietnam_18	sambar deer	Lao Cai, Vietnam	ki¹¹juŋ¹¹
53	Laos_53	sand	Luang Nam Tha, Laos	gjaw⁵³θaj⁵³min³¹
656	Vietnam_131	sand	Lao Cai, Vietnam	gjaw²¹⁴θa:j²¹⁴
324	Laos_324	scissors	Luang Nam Tha, Laos	ȡu²¹
217	Laos_217	scorpion	Luang Nam Tha, Laos	θap³¹kɔŋ⁵³
47	Laos_47	sea	Luang Nam Tha, Laos	koj¹¹lu³⁵
83	Laos_83	seed	Luang Nam Tha, Laos	-------
84	Laos_84	seed	Luang Nam Tha, Laos	nɔm⁵³
113	Laos_113	sesame	Luang Nam Tha, Laos	θa³⁵pɛ²¹ (white)
114	Laos_114	sesame	Luang Nam Tha, Laos	θa³⁵kja⁵³ (black)
10	Laos_10	shadow	Luang Nam Tha, Laos	bə.gloj⁵³
255	Laos_255	shin	Luang Nam Tha, Laos	θaw³³min³⁵
758	Vietnam_233	shirt/tunic	Lao Cai, Vietnam	guj²¹⁴
819	Vietnam_294	short	Lao Cai, Vietnam	ham⁵²
624	Vietnam_99	shoulder	Lao Cai, Vietnam	pɐ.taw¹¹
569	Vietnam_44	shrimp	Lao Cai, Vietnam	ȶa³¹kɔŋ²¹⁴
782	Vietnam_257	sickle	Lao Cai, Vietnam	ȴu³¹to²¹⁴
55	Laos_55	silver	Luang Nam Tha, Laos	ȵan³¹pɛ²¹
56	Laos_56	silver	Luang Nam Tha, Laos	-------
657	Vietnam_132	silver	Lao Cai, Vietnam	ȵa:n¹¹
286	Laos_286	sister (elder of f)	Luang Nam Tha, Laos	ȵaːm⁵³
287	Laos_287	sister (elder of m)	Luang Nam Tha, Laos	həj³¹
290	Laos_290	sister (younger of f)	Luang Nam Tha, Laos	mu²¹
291	Laos_291	sister (younger of m)	Luang Nam Tha, Laos	θa:j¹³
262	Laos_262	skin	Luang Nam Tha, Laos	dup²¹
625	Vietnam_100	skin	Lao Cai, Vietnam	tɐ.dup³¹
759	Vietnam_234	skirt	Lao Cai, Vietnam	ȶun¹¹
1	Laos_1	sky	Luang Nam Tha, Laos	guŋ³¹
658	Vietnam_133	sky	Lao Cai, Vietnam	guŋ¹¹
818	Vietnam_293	slick	Lao Cai, Vietnam	blaŋ³³
337	Laos_337	smell	Luang Nam Tha, Laos	si³³da:ŋ⁵³
817	Vietnam_292	smelly	Lao Cai, Vietnam	θɐj³⁵
319	Laos_319	smoke	Luang Nam Tha, Laos	to³⁴¹so³⁵
212	Laos_212	snail	Luang Nam Tha, Laos	kwe⁵³
570	Vietnam_45	snail	Lao Cai, Vietnam	kwɐj²¹⁴
200	Laos_200	snake	Luang Nam Tha, Laos	na:ŋ⁵³
571	Vietnam_46	snake	Lao Cai, Vietnam	na:ŋ²¹⁴
21	Laos_21	snow	Luang Nam Tha, Laos	-------
816	Vietnam_291	soft	Lao Cai, Vietnam	sɔt³³
452	Laos_452	some	Luang Nam Tha, Laos	ki⁵³kla:n³¹
742	Vietnam_217	son	Lao Cai, Vietnam	mun¹¹tɔn²¹⁴
694	Vietnam_169	soup	Lao Cai, Vietnam	je³³wɐm²¹⁴
815	Vietnam_290	sour	Lao Cai, Vietnam	θuj⁵²
41	Laos_41	south	Luang Nam Tha, Laos	na:m³¹fa:n¹³
42	Laos_42	south	Luang Nam Tha, Laos	ku³³le³⁵fa:n¹³
120	Laos_120	soy sauce	Luang Nam Tha, Laos	ȶə.koŋ⁵³kja:ŋ⁵³
116	Laos_116	soybean sprout	Luang Nam Tha, Laos	tə.bwe³³ȵa:³¹
572	Vietnam_47	sparrow	Lao Cai, Vietnam	nɔ³³kɐj³³
123	Laos_123	spices	Luang Nam Tha, Laos	-------
814	Vietnam_289	spicy	Lao Cai, Vietnam	bjat³³
206	Laos_206	spider	Luang Nam Tha, Laos	kjiŋ⁵³ȵa:³³
573	Vietnam_48	spider	Lao Cai, Vietnam	kjɛŋ²¹⁴ȵa:⁴⁴
207	Laos_207	spider web	Luang Nam Tha, Laos	kjiŋ⁵³ȵa³³θa:ŋ⁵³
158	Laos_158	spoon	Luang Nam Tha, Laos	ȶə.kun⁵³
316	Laos_316	spoon	Luang Nam Tha, Laos	ȶə̌³¹kun⁵³
162	Laos_162	sprout	Luang Nam Tha, Laos	blaw³¹ja:ŋ⁵³
806	Vietnam_281	stairs/ladder	Lao Cai, Vietnam	kjɑw⁴⁴kɑ³⁵
8	Laos_8	star	Luang Nam Tha, Laos	θin⁵³taw¹³
58	Laos_58	steel	Luang Nam Tha, Laos	θe⁵³ȶuŋ³⁴¹
813	Vietnam_288	sticky	Lao Cai, Vietnam	bla²¹⁴
51	Laos_51	stone	Luang Nam Tha, Laos	gja:w⁵³
659	Vietnam_134	stone	Lao Cai, Vietnam	gjaw²¹⁴
20	Laos_20	storm	Luang Nam Tha, Laos	ȡaw¹³kja⁵³
46	Laos_46	stream	Luang Nam Tha, Laos	wɔm⁵³nɔ³⁴¹
121	Laos_121	sugar	Luang Nam Tha, Laos	toŋ³¹van¹³
91	Laos_91	sugarcane	Luang Nam Tha, Laos	kum³¹sa:¹³
695	Vietnam_170	sugarcane	Lao Cai, Vietnam	ku¹¹sa:³⁵
2	Laos_2	sun	Luang Nam Tha, Laos	mə.nɔj³⁵
660	Vietnam_135	sun	Lao Cai, Vietnam	mɐ.nɔj⁵²
661	Vietnam_136	sunshine	Lao Cai, Vietnam	guŋ¹¹kjɔm²¹⁴
62	Laos_62	swamp	Luang Nam Tha, Laos	gla:ŋ³¹
264	Laos_264	sweat	Luang Nam Tha, Laos	ha:n¹¹
812	Vietnam_287	sweet	Lao Cai, Vietnam	gam²¹⁴
105	Laos_105	sweet potato	Luang Nam Tha, Laos	doj³¹dun⁵³
205	Laos_205	tadpole	Luang Nam Tha, Laos	ȶɛŋ³³plɔŋ¹³
188	Laos_188	tail	Luang Nam Tha, Laos	təj³³
626	Vietnam_101	tail	Lao Cai, Vietnam	tɐj⁴⁴
107	Laos_107	taro	Luang Nam Tha, Laos	hoʔ¹¹
696	Vietnam_171	taro	Lao Cai, Vietnam	ho³³bu³³
126	Laos_126	tea	Luang Nam Tha, Laos	ȶa:³¹
627	Vietnam_102	tears	Lao Cai, Vietnam	mɐj³³wɐm²¹⁴
210	Laos_210	termite	Luang Nam Tha, Laos	sə.bla:w³¹
477	Laos_477	that	Luang Nam Tha, Laos	wa:³³
3	Laos_3	the sun rises	Luang Nam Tha, Laos	mə.nɔj³⁵saːw¹³
4	Laos_4	the sun rises	Luang Nam Tha, Laos	mə.nɔj³⁵sɛt³¹
5	Laos_5	the sun sets	Luang Nam Tha, Laos	mə.nɔj³⁵mot²¹ȶəj²¹
6	Laos_6	the sun sets	Luang Nam Tha, Laos	mə.nɔj³⁵tuj³¹
274	Laos_274	they	Luang Nam Tha, Laos	θi³¹tin³¹doj³¹
275	Laos_275	they	Luang Nam Tha, Laos	-------
938	Vietnam_413	they	Lao Cai, Vietnam	si²¹⁴
252	Laos_252	thigh	Luang Nam Tha, Laos	θaw³³bɔŋ³³
628	Vietnam_103	thigh	Lao Cai, Vietnam	θaw³⁵bɔŋ³⁵
476	Laos_476	this	Luang Nam Tha, Laos	ne³³
78	Laos_78	thorn	Luang Nam Tha, Laos	ȡim³³
697	Vietnam_172	thorn	Lao Cai, Vietnam	ȡim⁴⁴
269	Laos_269	thou (2s)	Luang Nam Tha, Laos	məj³¹
760	Vietnam_235	thread	Lao Cai, Vietnam	θuj⁵²
18	Laos_18	thunder	Luang Nam Tha, Laos	bu.gɔŋ⁵³haːw³¹
662	Vietnam_137	thunder	Lao Cai, Vietnam	bu.kɔŋ²¹⁴
172	Laos_172	tiger	Luang Nam Tha, Laos	gja:n³¹
574	Vietnam_49	tiger	Lao Cai, Vietnam	gja:n¹¹
935	Vietnam_410	to accept	Lao Cai, Vietnam	nɔŋ³³
363	Laos_363	to answer	Luang Nam Tha, Laos	ta:w⁵³
934	Vietnam_409	to answer	Lao Cai, Vietnam	kɔŋ⁴⁴
933	Vietnam_408	to arise	Lao Cai, Vietnam	θe¹¹kwɛ³⁴¹
932	Vietnam_407	to arrive	Lao Cai, Vietnam	da:j¹¹
150	Laos_150	to bake	Luang Nam Tha, Laos	up³¹
179	Laos_179	to bark	Luang Nam Tha, Laos	ȶuŋ¹³
930	Vietnam_405	to bathe	Lao Cai, Vietnam	dam³¹wɐm²¹⁴
929	Vietnam_404	to be able	Lao Cai, Vietnam	du²¹⁴
374	Laos_374	to be afraid	Luang Nam Tha, Laos	kum³¹ȡa:³³
375	Laos_375	to be angry	Luang Nam Tha, Laos	si²¹
513	Laos_513	to be bad	Luang Nam Tha, Laos	ma³¹gɔŋ¹³
455	Laos_455	to be big	Luang Nam Tha, Laos	lu³⁵
490	Laos_490	to be bitter	Luang Nam Tha, Laos	im⁵³
508	Laos_508	to be blind	Luang Nam Tha, Laos	məj²¹bu¹¹
499	Laos_499	to be blunt	Luang Nam Tha, Laos	plun¹³
487	Laos_487	to be bright	Luang Nam Tha, Laos	gwaŋ⁵³daŋ³⁵
497	Laos_497	to be cold	Luang Nam Tha, Laos	nam¹³
