ID	Source_ID	CONCEPT	DOCULECT	IPA
514	Laos_514	to be correct	Luang Nam Tha, Laos	hɔ³³ȡo²¹
486	Laos_486	to be dark	Luang Nam Tha, Laos	ȡam²¹
509	Laos_509	to be deaf	Luang Nam Tha, Laos	mə.nɔm³¹duŋ⁵³
466	Laos_466	to be deep	Luang Nam Tha, Laos	du⁵³
483	Laos_483	to be dirty	Luang Nam Tha, Laos	klu³¹
347	Laos_347	to be drunk	Luang Nam Tha, Laos	bin⁵³
494	Laos_494	to be dry	Luang Nam Tha, Laos	ga:j³⁵
474	Laos_474	to be far	Luang Nam Tha, Laos	ku⁵³
503	Laos_503	to be fast	Luang Nam Tha, Laos	kan³³
463	Laos_463	to be fat	Luang Nam Tha, Laos	kun²¹
453	Laos_453	to be few	Luang Nam Tha, Laos	θɔ²¹
344	Laos_344	to be full	Luang Nam Tha, Laos	piw³³
469	Laos_469	to be full	Luang Nam Tha, Laos	pɔŋ³³
512	Laos_512	to be good	Luang Nam Tha, Laos	gɔŋ¹³
501	Laos_501	to be hard	Luang Nam Tha, Laos	ȵɛŋ³¹
500	Laos_500	to be heavy	Luang Nam Tha, Laos	ni¹¹
496	Laos_496	to be hot	Luang Nam Tha, Laos	kjom⁵³
343	Laos_343	to be hungry	Luang Nam Tha, Laos	ȵo³¹sa:¹³
457	Laos_457	to be long	Luang Nam Tha, Laos	da:w³³
450	Laos_450	to be many	Luang Nam Tha, Laos	du³³la:n³¹
465	Laos_465	to be narrow	Luang Nam Tha, Laos	ȡɛp³¹
475	Laos_475	to be near	Luang Nam Tha, Laos	θat²¹
484	Laos_484	to be new	Luang Nam Tha, Laos	saŋ³⁵
485	Laos_485	to be old	Luang Nam Tha, Laos	lu³³ȵaŋ⁵³
493	Laos_493	to be ripe	Luang Nam Tha, Laos	-------
492	Laos_492	to be rotten	Luang Nam Tha, Laos	-------
468	Laos_468	to be round	Luang Nam Tha, Laos	klun³¹
467	Laos_467	to be shallow	Luang Nam Tha, Laos	gjaŋ³³
498	Laos_498	to be sharp	Luang Nam Tha, Laos	gjaj²¹
460	Laos_460	to be short (height)	Luang Nam Tha, Laos	ha:³⁵
458	Laos_458	to be short (length)	Luang Nam Tha, Laos	niŋ³³
504	Laos_504	to be slow	Luang Nam Tha, Laos	man¹¹
456	Laos_456	to be small	Luang Nam Tha, Laos	kja:n⁵³
502	Laos_502	to be smooth	Luang Nam Tha, Laos	ðɛŋ³³ðo²¹
489	Laos_489	to be sour	Luang Nam Tha, Laos	θuj³⁵
491	Laos_491	to be spicy, hot	Luang Nam Tha, Laos	bja:t³¹
472	Laos_472	to be straight	Luang Nam Tha, Laos	dɛŋ³¹
473	Laos_473	to be straight	Luang Nam Tha, Laos	saŋ¹³
505	Laos_505	to be strong	Luang Nam Tha, Laos	ȵɛŋ³³ga:ŋ³¹
506	Laos_506	to be strong	Luang Nam Tha, Laos	kjoŋ³³paŋ³⁵
488	Laos_488	to be sweet	Luang Nam Tha, Laos	ka:m⁵³
459	Laos_459	to be tall	Luang Nam Tha, Laos	gjaŋ³⁵
461	Laos_461	to be thick	Luang Nam Tha, Laos	hu³⁵
462	Laos_462	to be thin	Luang Nam Tha, Laos	fa²¹
345	Laos_345	to be thirsty	Luang Nam Tha, Laos	ȵo³¹ga:t³¹
507	Laos_507	to be weak	Luang Nam Tha, Laos	də.maj³³nup³⁵
495	Laos_495	to be wet	Luang Nam Tha, Laos	dɔn⁵³
464	Laos_464	to be wide, broad	Luang Nam Tha, Laos	gwaŋ³³
515	Laos_515	to be wrong	Luang Nam Tha, Laos	pɛw³³
180	Laos_180	to bite	Luang Nam Tha, Laos	tap³¹
928	Vietnam_403	to bite	Lao Cai, Vietnam	tap³³
354	Laos_354	to blow	Luang Nam Tha, Laos	pjɔm³³
927	Vietnam_402	to blow	Lao Cai, Vietnam	pjɔm⁴⁴
145	Laos_145	to boil	Luang Nam Tha, Laos	ȶo³³
413	Laos_413	to boil (sth.)	Luang Nam Tha, Laos	-------
353	Laos_353	to breathe	Luang Nam Tha, Laos	tɔŋ³³si³⁵
414	Laos_414	to burn	Luang Nam Tha, Laos	pu³³
415	Laos_415	to burn	Luang Nam Tha, Laos	-------
410	Laos_410	to bury (a corpse)	Luang Nam Tha, Laos	θo³³
422	Laos_422	to buy	Luang Nam Tha, Laos	maj³⁴¹
926	Vietnam_401	to buy	Lao Cai, Vietnam	maj³⁴¹
925	Vietnam_400	to carry	Lao Cai, Vietnam	dam²¹⁴
924	Vietnam_399	to chase	Lao Cai, Vietnam	luj³³
923	Vietnam_398	to chew	Lao Cai, Vietnam	ȵaj⁵²
134	Laos_134	to chop/mince	Luang Nam Tha, Laos	dəj³⁵
390	Laos_390	to come	Luang Nam Tha, Laos	ta:j⁵³
922	Vietnam_397	to come	Lao Cai, Vietnam	taw⁵²
921	Vietnam_396	to cook	Lao Cai, Vietnam	ȶo⁴⁴
130	Laos_130	to cook (rice)	Luang Nam Tha, Laos	ȶo³³naŋ³⁵
350	Laos_350	to cough	Luang Nam Tha, Laos	saŋ³¹ha:³⁵
373	Laos_373	to count	Luang Nam Tha, Laos	θa:w¹¹
144	Laos_144	to crack an egg	Luang Nam Tha, Laos	bɔ⁵³kjaw¹³
389	Laos_389	to crawl	Luang Nam Tha, Laos	ȵoŋ⁵³
920	Vietnam_395	to crow	Lao Cai, Vietnam	aj³³gaj³⁵
405	Laos_405	to cut (hair)	Luang Nam Tha, Laos	te³⁵pje³³
132	Laos_132	to cut into pieces	Luang Nam Tha, Laos	ȶap³¹
133	Laos_133	to cut into slices	Luang Nam Tha, Laos	pi¹¹
919	Vietnam_394	to cut w/ knife	Lao Cai, Vietnam	gat³¹
918	Vietnam_393	to cut w/ scissors	Lao Cai, Vietnam	gjap³³
418	Laos_418	to dance	Luang Nam Tha, Laos	tiw³¹ȵa:¹¹
931	Vietnam_406	to dark	Lao Cai, Vietnam	ȶuŋ³⁵
170	Laos_170	to decay	Luang Nam Tha, Laos	jɔt⁵³
383	Laos_383	to die	Luang Nam Tha, Laos	taj²¹
917	Vietnam_392	to die	Lao Cai, Vietnam	daj³³
409	Laos_409	to dig	Luang Nam Tha, Laos	wit⁵³
154	Laos_154	to dip	Luang Nam Tha, Laos	nam³⁴¹
916	Vietnam_391	to dip	Lao Cai, Vietnam	gwa⁵²
426	Laos_426	to disappear	Luang Nam Tha, Laos	ma³³sɛt³¹fa:n¹³
915	Vietnam_390	to drain	Lao Cai, Vietnam	goj⁵²wɐm²¹⁴
914	Vietnam_389	to draw water	Lao Cai, Vietnam	dan³⁵
378	Laos_378	to dream	Luang Nam Tha, Laos	bwe¹³
346	Laos_346	to drink	Luang Nam Tha, Laos	hɔp³⁵wɔm⁵³
913	Vietnam_388	to drink	Lao Cai, Vietnam	hɔp⁵²
411	Laos_411	to dry (sth.)	Luang Nam Tha, Laos	fa:j³⁵
308	Laos_308	to dye ( cloth )	Luang Nam Tha, Laos	ȵum³³puj¹³
341	Laos_341	to eat	Luang Nam Tha, Laos	ȵin³³
911	Vietnam_386	to eat	Lao Cai, Vietnam	ȵin³³
391	Laos_391	to enter	Luang Nam Tha, Laos	ȡa²¹
424	Laos_424	to exchange	Luang Nam Tha, Laos	tiŋ³¹wan²¹
910	Vietnam_385	to explode	Lao Cai, Vietnam	tɔ³³
398	Laos_398	to fall	Luang Nam Tha, Laos	tuj⁵³
909	Vietnam_384	to fall down	Lao Cai, Vietnam	kliŋ³⁴¹
908	Vietnam_383	to fear	Lao Cai, Vietnam	kuŋ¹¹ja⁵²
421	Laos_421	to fight	Luang Nam Tha, Laos	ȶɛŋ⁵³
69	Laos_69	to float	Luang Nam Tha, Laos	bjo³¹
67	Laos_67	to flow	Luang Nam Tha, Laos	tuj³⁵
194	Laos_194	to fly	Luang Nam Tha, Laos	da:j³⁵
195	Laos_195	to fly	Luang Nam Tha, Laos	-------
907	Vietnam_382	to fly	Lao Cai, Vietnam	dɐj⁵²
369	Laos_369	to forget	Luang Nam Tha, Laos	ȵo¹¹kɔ³³
906	Vietnam_381	to forget	Lao Cai, Vietnam	ȵo³³gɔ⁵²
905	Vietnam_380	to fry	Lao Cai, Vietnam	ȶa:w³³
147	Laos_147	to fry in fat/oil	Luang Nam Tha, Laos	θin¹³
400	Laos_400	to give	Luang Nam Tha, Laos	fun⁵³
903	Vietnam_378	to give	Lao Cai, Vietnam	fɐn²¹⁴
904	Vietnam_379	to give birth	Lao Cai, Vietnam	juŋ³⁴¹
902	Vietnam_377	to go	Lao Cai, Vietnam	niŋ¹¹
407	Laos_407	to grind	Luang Nam Tha, Laos	ma:³¹
161	Laos_161	to grow	Luang Nam Tha, Laos	sɔŋ¹³
329	Laos_329	to hammer	Luang Nam Tha, Laos	kəj³⁵
371	Laos_371	to hate	Luang Nam Tha, Laos	han¹¹
336	Laos_336	to hear	Luang Nam Tha, Laos	tu⁵³nuŋ³⁵
901	Vietnam_376	to hear	Lao Cai, Vietnam	muŋ⁵²
900	Vietnam_375	to hide	Lao Cai, Vietnam	mɛm⁴⁴
403	Laos_403	to hit	Luang Nam Tha, Laos	pa:n¹³
899	Vietnam_374	to hone kn	Lao Cai, Vietnam	ȶo⁵²ȶu³³
420	Laos_420	to hunt	Luang Nam Tha, Laos	niŋ³³kim³¹
380	Laos_380	to itch	Luang Nam Tha, Laos	sɛt³⁵
395	Laos_395	to kick	Luang Nam Tha, Laos	ti³³
898	Vietnam_373	to kill	Lao Cai, Vietnam	dɐj³⁵
139	Laos_139	to knead (a dough)	Luang Nam Tha, Laos	ȵuj³¹
387	Laos_387	to kneel	Luang Nam Tha, Laos	kwe²¹
368	Laos_368	to know	Luang Nam Tha, Laos	pəj⁵³
897	Vietnam_372	to know	Lao Cai, Vietnam	pe²¹⁴
359	Laos_359	to laugh	Luang Nam Tha, Laos	kjət²¹
357	Laos_357	to lick	Luang Nam Tha, Laos	klim³⁴¹
364	Laos_364	to lie, fib	Luang Nam Tha, Laos	puŋ³³ma:w³¹
896	Vietnam_371	to like	Lao Cai, Vietnam	oj³⁵
370	Laos_370	to love	Luang Nam Tha, Laos	oj¹³
895	Vietnam_370	to marry d	Lao Cai, Vietnam	naj³⁵la:ŋ¹¹
894	Vietnam_369	to marry w	Lao Cai, Vietnam	ȶo¹¹aw⁴⁴
22	Laos_22	to melt	Luang Nam Tha, Laos	ju:¹¹
321	Laos_321	to move	Luang Nam Tha, Laos	θuj¹¹
893	Vietnam_368	to mow	Lao Cai, Vietnam	gwan⁵²
892	Vietnam_367	to open mr	Lao Cai, Vietnam	gɔj⁵²
891	Vietnam_366	to pat	Lao Cai, Vietnam	bɛ⁵²
327	Laos_327	to pierce	Luang Nam Tha, Laos	lɔm³⁵
408	Laos_408	to plant	Luang Nam Tha, Laos	-------
417	Laos_417	to play	Luang Nam Tha, Laos	blan³³
140	Laos_140	to pound (garlic)	Luang Nam Tha, Laos	ȶup³⁵
412	Laos_412	to pound (rice)	Luang Nam Tha, Laos	ȶup³⁵məj¹¹
142	Laos_142	to pour over	Luang Nam Tha, Laos	kuŋ³³naŋ³³
394	Laos_394	to pull	Luang Nam Tha, Laos	dan¹³
890	Vietnam_365	to pull	Lao Cai, Vietnam	da:n³⁵
889	Vietnam_364	to pull gr	Lao Cai, Vietnam	bɛŋ¹¹ma³⁵
393	Laos_393	to push	Luang Nam Tha, Laos	ȵɔŋ¹¹
141	Laos_141	to put in (ingredients)	Luang Nam Tha, Laos	θuŋ³³liw²¹
888	Vietnam_363	to remember	Lao Cai, Vietnam	saŋ³⁵
887	Vietnam_362	to rest	Lao Cai, Vietnam	ni³¹gan⁵²
392	Laos_392	to return	Luang Nam Tha, Laos	fun³³da:ŋ⁵³
886	Vietnam_361	to return	Lao Cai, Vietnam	law³⁴¹
885	Vietnam_360	to ride horse	Lao Cai, Vietnam	ȶe¹¹ma³⁴¹
166	Laos_166	to ripen	Luang Nam Tha, Laos	su¹¹
884	Vietnam_359	to roar	Lao Cai, Vietnam	haw¹¹
149	Laos_149	to roast	Luang Nam Tha, Laos	si⁵³
883	Vietnam_358	to roast	Lao Cai, Vietnam	si²¹⁴
331	Laos_331	to roll	Luang Nam Tha, Laos	pluj⁵³
882	Vietnam_357	to run	Lao Cai, Vietnam	tju⁵²
881	Vietnam_356	to scold	Lao Cai, Vietnam	ma³³
880	Vietnam_355	to scrape	Lao Cai, Vietnam	gwit⁵²
381	Laos_381	to scratch	Luang Nam Tha, Laos	ȵa:j³³
338	Laos_338	to see	Luang Nam Tha, Laos	fat²¹
879	Vietnam_354	to see	Lao Cai, Vietnam	mɐŋ³³
423	Laos_423	to sell	Luang Nam Tha, Laos	ma:j²¹
878	Vietnam_353	to sell	Lao Cai, Vietnam	ma:j³³
152	Laos_152	to set the table	Luang Nam Tha, Laos	bin³³ȶoŋ³⁴¹
877	Vietnam_352	to set trap	Lao Cai, Vietnam	niŋ¹¹θi⁵²
310	Laos_310	to sew	Luang Nam Tha, Laos	gɔn³¹
326	Laos_326	to sharpen a knife	Luang Nam Tha, Laos	ȡo³⁵ȡu²¹
382	Laos_382	to shiver	Luang Nam Tha, Laos	sin¹³
419	Laos_419	to shoot	Luang Nam Tha, Laos	fan³³
362	Laos_362	to shout	Luang Nam Tha, Laos	ha:m³⁵
365	Laos_365	to sing	Luang Nam Tha, Laos	aj¹¹ȡuŋ⁵³
366	Laos_366	to sing	Luang Nam Tha, Laos	-------
70	Laos_70	to sink	Luang Nam Tha, Laos	sim⁵³
385	Laos_385	to sit	Luang Nam Tha, Laos	θəj³⁴¹
876	Vietnam_351	to sit	Lao Cai, Vietnam	gjɛt³³
875	Vietnam_350	to slash	Lao Cai, Vietnam	daw⁴⁴
376	Laos_376	to sleep	Luang Nam Tha, Laos	fəj¹³
874	Vietnam_349	to sleep	Lao Cai, Vietnam	fɐj³⁵
873	Vietnam_348	to smell	Lao Cai, Vietnam	hɔm⁵²
358	Laos_358	to smile	Luang Nam Tha, Laos	kjət²¹
129	Laos_129	to smoke	Luang Nam Tha, Laos	hɔp³⁵jin³⁵bja:t³¹
872	Vietnam_347	to smoke	Lao Cai, Vietnam	hɔp⁵²jin²¹⁴
351	Laos_351	to sneeze	Luang Nam Tha, Laos	saŋ³¹ha³⁵kjan⁵³
377	Laos_377	to snore	Luang Nam Tha, Laos	da:n³¹
871	Vietnam_346	to soak	Lao Cai, Vietnam	θe³³wɔm²¹⁴
360	Laos_360	to speak	Luang Nam Tha, Laos	kɔŋ³³
349	Laos_349	to spit	Luang Nam Tha, Laos	ȡo³⁴¹ȡa:n⁵³
404	Laos_404	to split	Luang Nam Tha, Laos	pa:j³⁵
163	Laos_163	to sprout	Luang Nam Tha, Laos	pju³³ȵa:³¹
143	Laos_143	to squeeze	Luang Nam Tha, Laos	nɛŋ³³
406	Laos_406	to stab	Luang Nam Tha, Laos	lɔm³⁵
386	Laos_386	to stand	Luang Nam Tha, Laos	θow²¹
870	Vietnam_345	to stand	Lao Cai, Vietnam	θo⁴⁴
425	Laos_425	to steal	Luang Nam Tha, Laos	aj³³θa²¹
869	Vietnam_344	to steal	Lao Cai, Vietnam	aj³³θa³⁵
148	Laos_148	to steam	Luang Nam Tha, Laos	sa:ŋ⁵³
868	Vietnam_343	to steam	Lao Cai, Vietnam	naŋ³⁵saŋ²¹⁴
138	Laos_138	to stir	Luang Nam Tha, Laos	mun³¹
867	Vietnam_342	to stir	Lao Cai, Vietnam	law⁴⁴
146	Laos_146	to stir fry, to fry	Luang Nam Tha, Laos	ȶa:w¹¹
866	Vietnam_341	to stoke	Lao Cai, Vietnam	su¹¹
355	Laos_355	to suck	Luang Nam Tha, Laos	dut⁵³
356	Laos_356	to suck	Luang Nam Tha, Laos	hɔp³⁵
912	Vietnam_387	to sun dry	Lao Cai, Vietnam	faj⁵²
342	Laos_342	to swallow	Luang Nam Tha, Laos	na⁵³
399	Laos_399	to swim	Luang Nam Tha, Laos	kjo³¹wɔm⁵³
865	Vietnam_340	to swim	Lao Cai, Vietnam	kjo¹¹
864	Vietnam_339	to talk	Lao Cai, Vietnam	kɔ⁵²wa³⁵
151	Laos_151	to taste	Luang Nam Tha, Laos	dɔp²¹
863	Vietnam_338	to tear	Lao Cai, Vietnam	ȶɛ⁵²
361	Laos_361	to tell	Luang Nam Tha, Laos	bu¹³
862	Vietnam_337	to tell	Lao Cai, Vietnam	------------
367	Laos_367	to think	Luang Nam Tha, Laos	ȵe³¹
396	Laos_396	to throw	Luang Nam Tha, Laos	biw³⁵
397	Laos_397	to throw	Luang Nam Tha, Laos	gwɛŋ²¹
401	Laos_401	to tie	Luang Nam Tha, Laos	θa:j³⁵
11	Laos_11	to twinkle	Luang Nam Tha, Laos	-------
348	Laos_348	to vomit	Luang Nam Tha, Laos	u³³
372	Laos_372	to wait	Luang Nam Tha, Laos	ȶu³³
861	Vietnam_336	to wait	Lao Cai, Vietnam	ȶu⁴⁴
388	Laos_388	to walk	Luang Nam Tha, Laos	ja:ŋ³¹
860	Vietnam_335	to walk	Lao Cai, Vietnam	jaŋ³³θaw³⁵
858	Vietnam_333	to wash	Lao Cai, Vietnam	daw³⁵
131	Laos_131	to wash rice	Luang Nam Tha, Laos	daw³³naŋ³⁵
307	Laos_307	to weave ( cloth )	Luang Nam Tha, Laos	puj³³kan³⁵
340	Laos_340	to weep	Luang Nam Tha, Laos	ha:w³¹
339	Laos_339	to wink	Luang Nam Tha, Laos	ȡip²¹məj²¹
402	Laos_402	to wipe	Luang Nam Tha, Laos	θɔt³⁵
169	Laos_169	to wither	Luang Nam Tha, Laos	gju³¹
416	Laos_416	to work	Luang Nam Tha, Laos	aj³³guŋ³³po⁵³
859	Vietnam_334	to write	Lao Cai, Vietnam	kja⁴⁴
352	Laos_352	to yawn	Luang Nam Tha, Laos	kaw³¹ŋɔp⁵³
698	Vietnam_173	tobacco	Lao Cai, Vietnam	jin³¹ȶaj³⁴¹
629	Vietnam_104	toe	Lao Cai, Vietnam	θaw³⁵dɔ³¹
111	Laos_111	tomato	Luang Nam Tha, Laos	pjaw³³pjo³³
33	Laos_33	tomorrow	Luang Nam Tha, Laos	saŋ³¹dom⁵³
231	Laos_231	tongue	Luang Nam Tha, Laos	bjɛt³¹
630	Vietnam_105	tongue	Lao Cai, Vietnam	bjɐt³³
323	Laos_323	tools	Luang Nam Tha, Laos	ȶə.ðaj³³
234	Laos_234	tooth	Luang Nam Tha, Laos	ȵa:³¹
75	Laos_75	tree	Luang Nam Tha, Laos	gjaŋ¹³
699	Vietnam_174	tree	Lao Cai, Vietnam	gja:ŋ³⁵
77	Laos_77	tree bark	Luang Nam Tha, Laos	gjaŋ¹³dup²¹
164	Laos_164	tree shade	Luang Nam Tha, Laos	gjaŋ¹³glom¹³
700	Vietnam_175	tree trunk	Lao Cai, Vietnam	gjaŋ³⁵θin⁵²
309	Laos_309	trousers	Luang Nam Tha, Laos	kwa:³⁵
761	Vietnam_236	trousers	Lao Cai, Vietnam	kwɑ⁵²
202	Laos_202	turtle	Luang Nam Tha, Laos	tu²¹
575	Vietnam_50	turtle	Lao Cai, Vietnam	pit³¹
631	Vietnam_106	tusk	Lao Cai, Vietnam	ȵa:¹¹
267	Laos_267	urine	Luang Nam Tha, Laos	wa³⁴¹
633	Vietnam_108	urine	Lao Cai, Vietnam	wa³⁴¹
64	Laos_64	valley	Luang Nam Tha, Laos	sun³⁵ȶa:w⁵³
701	Vietnam_176	vegetable	Lao Cai, Vietnam	gjɐj²¹⁴
295	Laos_295	village	Luang Nam Tha, Laos	gjaŋ³⁴¹
807	Vietnam_282	village	Lao Cai, Vietnam	gjɐŋ³⁴¹
634	Vietnam_109	waist	Lao Cai, Vietnam	kla:j⁴⁴
302	Laos_302	wall of house	Luang Nam Tha, Laos	pjaw³³gɔŋ³⁴¹
516	Laos_516	warm	Luang Nam Tha, Laos	kjom⁵³bɔŋ³¹
576	Vietnam_51	wasp	Lao Cai, Vietnam	mɐj³⁴¹
44	Laos_44	water	Luang Nam Tha, Laos	wɔm⁵³
663	Vietnam_138	water	Lao Cai, Vietnam	wɐm²¹⁴
71	Laos_71	waterfall	Luang Nam Tha, Laos	wɔm⁵³tuj³¹ȶa:m³¹
98	Laos_98	watermelon	Luang Nam Tha, Laos	kwa⁵³θa:j⁵³
937	Vietnam_412	we	Lao Cai, Vietnam	pan¹¹
272	Laos_272	we (1p)	Luang Nam Tha, Laos	pan³¹ti³¹doj³¹
577	Vietnam_52	weasel	Lao Cai, Vietnam	kin¹¹ma:w¹¹
24	Laos_24	weather	Luang Nam Tha, Laos	si³⁵
808	Vietnam_283	well (water)	Lao Cai, Vietnam	twɐm¹¹kɔt³⁵
37	Laos_37	west	Luang Nam Tha, Laos	fe⁵³fa:n¹³
38	Laos_38	west	Luang Nam Tha, Laos	mə.nɔj³⁴¹mot²¹ȶəj³¹fa:n¹³
811	Vietnam_286	wet	Lao Cai, Vietnam	dɔn²¹⁴
804	Vietnam_279	wet field	Lao Cai, Vietnam	giŋ¹¹
524	Laos_524	what	Luang Nam Tha, Laos	ȵin³⁴¹to³⁵
521	Laos_521	when	Luang Nam Tha, Laos	toj³¹nɔj³⁵
522	Laos_522	where	Luang Nam Tha, Laos	jam⁵³ti¹³
334	Laos_334	whistle	Luang Nam Tha, Laos	nɔ³³dɔŋ³¹
479	Laos_479	white	Luang Nam Tha, Laos	pɛ²¹
810	Vietnam_285	white	Lao Cai, Vietnam	pɛ³³
122	Laos_122	white sugar	Luang Nam Tha, Laos	toŋ³¹van³³pɛ²¹
523	Laos_523	who	Luang Nam Tha, Laos	man³⁵
809	Vietnam_284	wide	Lao Cai, Vietnam	kwaŋ⁴⁴
283	Laos_283	widow	Luang Nam Tha, Laos	mun³¹ȡi³⁴¹kwa:³³
743	Vietnam_218	widow	Lao Cai, Vietnam	gjɐm³³fɑ⁴⁴ɑw⁴⁴
749	Vietnam_224	widower	Lao Cai, Vietnam	------------
282	Laos_282	wife	Luang Nam Tha, Laos	aw³³
744	Vietnam_219	wife	Lao Cai, Vietnam	ɑw⁴⁴
19	Laos_19	wind	Luang Nam Tha, Laos	ȡa:w¹³
664	Vietnam_139	wind	Lao Cai, Vietnam	ȡa:w³⁵
300	Laos_300	window	Luang Nam Tha, Laos	kjɛŋ³¹kjan⁵³
127	Laos_127	wine	Luang Nam Tha, Laos	blaw³¹ȶe⁵³tiw³³
702	Vietnam_177	wine/alcohol	Lao Cai, Vietnam	tiw⁴⁴
192	Laos_192	wing	Luang Nam Tha, Laos	da:t⁵³
277	Laos_277	woman	Luang Nam Tha, Laos	mun³¹ȡi³⁴¹
745	Vietnam_220	woman	Lao Cai, Vietnam	mun¹¹ȡi³⁴¹
136	Laos_136	wood	Luang Nam Tha, Laos	θa:ŋ³¹
722	Vietnam_197	y. brother	Lao Cai, Vietnam	jo³⁴¹
741	Vietnam_216	y. sister	Lao Cai, Vietnam	mu³³
34	Laos_34	year	Luang Nam Tha, Laos	ȵaŋ³⁵
717	Vietnam_192	year	Lao Cai, Vietnam	ȵaŋ⁵²
482	Laos_482	yellow	Luang Nam Tha, Laos	wa:ŋ³¹
857	Vietnam_332	yellow	Lao Cai, Vietnam	waŋ¹¹
32	Laos_32	yesterday	Luang Nam Tha, Laos	kum³¹nɔj³⁵
273	Laos_273	you (2p)	Luang Nam Tha, Laos	ȵo³¹
942	Vietnam_417	you (pl)	Lao Cai, Vietnam	ȵo¹¹
936	Vietnam_411	you (sg)	Lao Cai, Vietnam	mɐj¹¹
